product_name,price,stock_quantity,location,manufacturer,expiration_date,vending_machine_id,category
Ecolab - Mikroklene 4/4 L,3.79,341,6 Shasta Street,Lazz,7/21/2022,571,Candy
Napkin Colour,3.71,161,5973 Dahle Pass,Livetube,7/8/2022,572,Snacks
"Beef - Kindney, Whole",9.98,944,090 Shopko Junction,Cogilith,11/11/2022,573,Candy
"Pail - 15l White, With Handle",2.82,859,3 Surrey Pass,Avaveo,4/25/2023,574,Snacks
Lettuce - Lambs Mash,6.84,745,52 Glendale Place,Oba,6/10/2023,575,Snacks
Lettuce - Red Leaf,7.91,867,95255 Porter Street,Yombu,12/10/2022,576,Snacks
"Lemonade - Island Tea, 591 Ml",4.63,604,8 4th Hill,Meeveo,6/16/2023,577,Snacks
Coriander - Ground,8.64,220,647 West Pass,Photojam,3/5/2022,578,Beverages
Shrimp - Tiger 21/25,2.26,904,03 Comanche Plaza,Meezzy,1/6/2022,579,Beverages
Compound - Raspberry,3.76,146,21 Warbler Crossing,Thoughtsphere,7/5/2022,580,Candy
Herb Du Provence - Primerba,9.51,413,83576 Anzinger Point,Skiptube,4/29/2023,581,Beverages
Extract - Lemon,5.93,781,29204 East Point,Topiclounge,8/15/2023,582,Snacks
"Soup - Campbells, Creamy",3.01,784,2 Gateway Crossing,Avamm,7/31/2023,583,Candy
Wine - Sawmill Creek Autumn,5.31,894,56 Eggendart Center,Tavu,8/11/2023,584,Snacks
Chinese Foods - Pepper Beef,9.46,0,0 Coleman Terrace,Realbuzz,10/6/2022,585,Candy
"Chicken - Leg, Boneless",4.38,114,536 Ruskin Hill,Kimia,12/31/2022,586,Snacks
Truffle - Peelings,6.16,872,832 Declaration Terrace,JumpXS,7/16/2022,587,Beverages
Sprouts - Bean,6.79,907,14 Novick Circle,Abatz,2/21/2022,588,Snacks
Wine - Pinot Noir Latour,3.38,892,37 David Point,Podcat,12/15/2022,589,Snacks
Sauce - Ranch Dressing,4.53,435,917 Buell Trail,Dynazzy,3/11/2023,590,Beverages
Canadian Emmenthal,4.07,276,73 Springs Avenue,Skipfire,12/29/2023,591,Snacks
Beef Cheek Fresh,2.15,117,0 Boyd Avenue,Kwilith,4/16/2023,592,Beverages
Lamb - Whole Head Off,6.47,640,6 Fairview Trail,Jetwire,7/29/2023,593,Snacks
Bonito Flakes - Toku Katsuo,3.46,688,17 Oxford Hill,Buzzster,7/24/2022,594,Candy
"Wine - Magnotta, Merlot Sr Vqa",3.18,713,82 Forest Center,Dabshots,9/9/2022,595,Beverages
Milk - 2% 250 Ml,7.77,390,66 Jana Hill,Katz,11/19/2022,596,Beverages
"Bread - Rolls, Rye",1.85,865,17405 Hovde Terrace,Reallinks,1/3/2022,597,Beverages
Aspic - Light,6.86,13,3894 American Ash Center,Photobug,9/19/2023,598,Candy
Oil - Olive Bertolli,2.52,581,195 Charing Cross Crossing,Lajo,4/28/2022,599,Candy
Island Oasis - Wildberry,1.58,852,6495 American Avenue,Ooba,5/16/2023,600,Beverages
Rabbit - Whole,4.16,503,7 Cordelia Avenue,Rhycero,10/18/2023,601,Candy
"Beef - Rib Roast, Cap On",7.91,489,711 Morningstar Pass,Kwimbee,2/11/2022,602,Candy
"Arctic Char - Fresh, Whole",2.28,662,55 Lunder Lane,Zava,1/26/2022,603,Snacks
Apple - Royal Gala,2.32,932,969 Hoffman Circle,Youbridge,3/28/2023,604,Snacks
Jolt Cola - Electric Blue,1.51,453,4069 Schurz Point,Fiveclub,10/19/2022,605,Candy
Prunes - Pitted,2.87,340,51 Basil Way,Quimba,9/17/2022,606,Beverages
Monkfish Fresh - Skin Off,7.68,25,4349 Longview Road,Trunyx,7/24/2023,607,Beverages
Scrubbie - Scotchbrite Hand Pad,5.22,808,86429 Mallard Trail,Realcube,10/10/2023,608,Snacks
"Squash - Pattypan, Yellow",4.74,643,892 Tennessee Park,Rhynoodle,12/11/2022,609,Candy
"Oranges - Navel, 72",9.87,327,42 Superior Road,Trudeo,12/6/2023,610,Beverages
Milk - Chocolate 500ml,2.7,624,3236 Scoville Hill,Twitternation,11/8/2023,611,Beverages
Trueblue - Blueberry Cranberry,3.43,527,315 Derek Parkway,Centimia,11/11/2022,612,Candy
Bandage - Finger Cots,1.45,440,4 Eagan Terrace,Dazzlesphere,2/25/2023,613,Snacks
Dc - Sakura Fu,7.8,731,901 Golf Course Place,Oyoba,5/27/2022,614,Candy
Chicken - Livers,1.67,320,69 Milwaukee Trail,Photofeed,5/31/2022,615,Snacks
Wine - Cave Springs Dry Riesling,5.12,132,83232 Hovde Road,Dynava,12/3/2022,616,Beverages
Puree - Pear,3.67,681,9218 Florence Trail,Vipe,8/22/2022,617,Candy
Lettuce Romaine Chopped,8.29,535,97686 Corben Trail,Camimbo,8/12/2023,618,Beverages
Wine - Spumante Bambino White,9.96,893,47 Coleman Plaza,Aimbo,8/15/2022,619,Candy
"Wine - Red, Black Opal Shiraz",1.67,222,3503 Clove Road,Photolist,2/27/2022,620,Beverages
Salami - Genova,3.05,716,06 Talisman Avenue,Flipopia,4/26/2023,621,Beverages
"Crab - Blue, Frozen",6.65,253,4 Manufacturers Pass,Twinder,8/6/2022,622,Beverages
Wine - Chateauneuf Du Pape,9.59,287,22497 Pawling Park,Photolist,11/1/2022,623,Snacks
Bananas,9.31,524,806 Butternut Terrace,Dablist,11/15/2022,624,Snacks
Muffins - Assorted,1.57,653,66967 Banding Terrace,Gabtype,8/15/2023,625,Snacks
Wine - Barbera Alba Doc 2001,1.15,304,36 Westerfield Alley,Realblab,5/24/2022,626,Candy
"Coconut - Shredded, Sweet",6.39,379,21 Helena Alley,Photobean,3/4/2023,627,Beverages
"Capon - Breast, Double, Wing On",3.67,448,0 Sunfield Pass,Kazu,11/7/2023,628,Beverages
Duck - Whole,1.94,312,3854 Pennsylvania Avenue,Camimbo,3/3/2023,629,Snacks
Basil - Seedlings Cookstown,8.94,557,5810 Cardinal Alley,Dabshots,1/25/2022,630,Candy
Pernod,2.37,979,1 Johnson Hill,Jaxbean,12/11/2022,631,Candy
Sauce - Balsamic Viniagrette,6.9,499,080 Grasskamp Park,Riffpedia,11/11/2023,632,Candy
Hinge W Undercut,4.72,597,7790 Bluestem Court,Youspan,2/18/2022,633,Candy
Beef - Top Sirloin - Aaa,6.82,610,586 Independence Point,Trudoo,9/16/2023,634,Snacks
Soap - Hand Soap,2.96,990,16 Westerfield Parkway,Feedbug,8/18/2022,635,Snacks
Soup - Campbellschix Stew,9.38,612,1 Boyd Circle,Realcube,9/14/2022,636,Beverages
"Bread - Bagels, Mini",5.32,107,03 Daystar Center,Linklinks,10/26/2022,637,Candy
Pizza Pizza Dough,5.79,524,44 Pine View Junction,Brainverse,8/31/2022,638,Beverages
Bagel - Everything Presliced,8.7,30,4048 Transport Junction,Dablist,11/7/2023,639,Candy
"Jam - Marmalade, Orange",1.55,415,8 Clemons Road,Jabbertype,7/19/2022,640,Snacks
Chinese Foods - Plain Fried Rice,3.33,586,806 Golf View Way,Feednation,1/6/2023,641,Beverages
Plasticforkblack,8.37,363,7156 Dixon Alley,Quatz,12/7/2022,642,Beverages
Cookies Almond Hazelnut,5.5,243,3570 Marquette Court,Realbridge,9/9/2023,643,Snacks
Sauerkraut,6.47,870,4538 Green Ridge Avenue,Browsetype,1/30/2023,644,Snacks
"Tart Shells - Savory, 4",6.37,14,6966 Little Fleur Crossing,Npath,11/15/2022,645,Snacks
Sea Bass - Fillets,9.82,718,72500 Manufacturers Lane,Skajo,1/23/2022,646,Beverages
Turnip - White,2.4,94,3 Thierer Place,Tagfeed,8/25/2022,647,Snacks
Pastry - French Mini Assorted,8.57,518,267 Shoshone Pass,Eare,12/2/2023,648,Candy
Fond - Neutral,1.06,107,15438 Anthes Way,Fivespan,1/4/2022,649,Candy
"Potatoes - Yukon Gold, 80 Ct",9.71,195,527 Jana Way,Avamm,1/20/2022,650,Candy
Seedlings - Clamshell,1.99,660,51 Eastwood Circle,Pixope,1/5/2022,651,Beverages
Cup - 4oz Translucent,7.01,804,4119 Hansons Point,Flipopia,3/7/2023,652,Snacks
Vol Au Vents,8.71,965,7 Dunning Parkway,Zava,5/24/2022,653,Beverages
Flour Dark Rye,8.35,850,77 Browning Plaza,Bubbletube,3/27/2022,654,Candy
Tahini Paste,9.13,720,2 7th Avenue,Zooxo,12/1/2023,655,Beverages
Graham Cracker Mix,8.76,819,7 Golf Parkway,Quatz,10/24/2022,656,Snacks
Beef - Sushi Flat Iron Steak,5.67,5,002 Fordem Junction,Innojam,12/2/2022,657,Candy
Foam Cup 6 Oz,4.37,476,6 Farwell Trail,Feedspan,10/31/2023,658,Snacks
Beans - Wax,7.37,991,50 Marquette Plaza,Myworks,12/6/2022,659,Candy
Crackers Cheez It,8.03,561,8625 Morningstar Trail,Brightbean,4/8/2022,660,Snacks
Sprouts - Peppercress,6.8,391,5874 Coleman Avenue,Meedoo,7/2/2023,661,Beverages
Jolt Cola,4.61,247,7785 Forster Parkway,BlogXS,2/22/2022,662,Candy
Rabbit - Legs,4.54,171,9044 Walton Terrace,Dabjam,11/2/2023,663,Candy
Beef - Top Butt,3.63,699,2195 Veith Avenue,Feedfire,3/2/2023,664,Candy
Munchies Honey Sweet Trail Mix,7.27,910,11287 Victoria Plaza,Eabox,11/26/2022,665,Candy
Salt - Table,1.12,360,760 Ronald Regan Point,Twinder,2/25/2023,666,Snacks
Bread - Pain Au Liat X12,7.05,939,79 Hagan Crossing,Katz,10/29/2023,667,Candy
Container - Hngd Cll Blk 7x7x3,7.55,77,0 Hagan Alley,Browsebug,7/9/2022,668,Snacks
Cheese Cloth No 60,3.3,85,253 American Ash Hill,Meevee,4/15/2023,669,Beverages
Lobak,9.43,874,4236 Ilene Center,Edgetag,6/2/2022,670,Snacks
Cake Slab,9.71,888,2 Ruskin Circle,Mudo,6/13/2022,671,Candy
Syrup - Monin - Granny Smith,8.56,490,345 Forest Alley,Tagchat,11/14/2023,672,Snacks
"Water - Spring Water, 355 Ml",5.13,554,03 Bay Circle,Tagcat,3/1/2023,673,Candy
Orange Roughy 6/8 Oz,8.89,1,80 Trailsway Pass,Leenti,12/16/2023,674,Snacks
Broom - Angled,8.77,936,3 Washington Drive,Flipstorm,5/10/2023,675,Candy
"Lid - 10,12,16 Oz",9.57,210,5651 Carpenter Park,Pixonyx,10/8/2022,676,Candy
"Rum - Dark, Bacardi, Black",1.46,304,7 Eliot Crossing,Jaxbean,11/7/2022,677,Snacks
Beef - Top Butt,4.77,864,1954 Rusk Plaza,Oba,2/18/2022,678,Candy
"Cod - Salted, Boneless",3.46,405,9412 Stone Corner Road,Mynte,7/14/2023,679,Snacks
Tobasco Sauce,4.23,775,7 Express Road,Layo,2/26/2022,680,Beverages
The Pop Shoppe Pinapple,9.29,58,5098 Merrick Terrace,Realbuzz,9/17/2023,681,Beverages
"Marsala - Sperone, Fine, D.o.c.",6.77,895,9 Dahle Road,Skinder,11/6/2023,682,Beverages
Bread - Hamburger Buns,8.12,664,598 Northfield Parkway,Eire,7/19/2022,683,Candy
Egg Patty Fried,6.56,664,307 Old Gate Point,Viva,6/6/2023,684,Candy
Cheese - Brick With Onion,4.49,960,07 Aberg Pass,Mynte,7/18/2022,685,Beverages
Cranberry Foccacia,6.44,426,486 Di Loreto Lane,Devbug,11/10/2022,686,Beverages
Baking Powder,4.68,950,30262 Rusk Hill,Plambee,8/14/2023,687,Snacks
Raspberries - Frozen,5.81,46,5 Starling Parkway,Skynoodle,10/21/2023,688,Beverages
Wine - Prosecco Valdobienne,6.51,222,09 Nancy Drive,Realbridge,5/3/2022,689,Snacks
Dates,5.42,276,308 Lakewood Alley,Meezzy,5/7/2022,690,Snacks
Crackers - Soda / Saltins,1.34,362,3472 Shoshone Center,Voonte,12/27/2022,691,Snacks
Grapes - Red,1.4,373,8365 Almo Hill,Fivechat,2/8/2023,692,Snacks
Island Oasis - Banana Daiquiri,7.29,496,529 Service Road,Skyba,1/16/2022,693,Beverages
Danishes - Mini Raspberry,5.17,20,90 3rd Junction,Realcube,11/20/2023,694,Candy
Beans - French,5.3,417,45712 Fair Oaks Alley,Edgewire,12/7/2023,695,Snacks
"Napkin - Cocktail,beige 2 - Ply",1.33,255,3 5th Junction,Yata,5/4/2022,696,Candy
Chocolate Eclairs,9.37,997,343 Warner Hill,Voomm,6/8/2023,697,Snacks
Broom Handle,4.05,810,1 Green Lane,Feedfire,5/25/2022,698,Snacks
French Pastry - Mini Chocolate,9.16,6,425 Sycamore Parkway,Bubblemix,9/6/2023,699,Beverages
Lamb Leg - Bone - In Nz,4.04,336,1999 Oakridge Park,Yakijo,12/6/2022,700,Candy
Syrup - Monin - Blue Curacao,1.39,140,627 Ohio Terrace,Aimbu,11/19/2023,701,Beverages
Glycerine,5.35,939,35657 North Parkway,DabZ,4/30/2022,702,Candy
"Wine - White, Schroder And Schyl",2.3,341,9 Loomis Road,Browsetype,7/19/2022,703,Beverages
Dome Lid Clear P92008h,9.02,773,740 Victoria Lane,Cogidoo,7/22/2023,704,Candy
"Bread - Roll, Canadian Dinner",6.53,647,018 Del Mar Alley,Devpoint,3/6/2022,705,Candy
Country Roll,3.04,514,495 Redwing Pass,Abata,5/9/2022,706,Beverages
"Wine - White, Antinore Orvieto",1.99,152,116 Algoma Road,Centimia,3/20/2022,707,Candy
Cactus Pads,5.2,921,5 Jana Place,Meeveo,5/25/2023,708,Candy
Cream - 18%,7.67,127,08 Gateway Street,Yozio,2/27/2023,709,Beverages
Broom - Corn,6.63,581,94351 Canary Terrace,Zoombox,3/18/2023,710,Candy
Flavouring Vanilla Artificial,8.41,265,78 Debs Crossing,Thoughtstorm,1/15/2023,711,Beverages
Bandage - Flexible Neon,8.13,516,3 Sundown Trail,Babbleset,11/23/2022,712,Beverages
Cookies Almond Hazelnut,7.61,392,65 Ridgeview Point,Dablist,8/4/2022,713,Beverages
Appetizer - Crab And Brie,5.17,842,0 Ridgeview Hill,Browsetype,6/12/2023,714,Snacks
Mousse - Banana Chocolate,5.77,534,84 Hudson Terrace,Trudoo,2/6/2022,715,Beverages
Bread Roll Foccacia,4.31,108,0 Ridgeview Drive,Edgewire,8/26/2023,716,Candy
Kiwi,2.48,135,0 Glacier Hill Parkway,Muxo,8/20/2023,717,Beverages
Ecolab - Mikroklene 4/4 L,8.7,568,52 Michigan Circle,Bubblebox,4/28/2022,718,Candy
Pastry - Carrot Muffin - Mini,4.37,204,41 Anhalt Lane,Skyvu,1/21/2023,719,Beverages
Cheese - Mozzarella,4.02,102,55 American Ash Avenue,Minyx,3/13/2023,720,Beverages
Tea - Herbal Sweet Dreams,9.98,793,9005 Gale Street,Topicblab,8/1/2023,721,Snacks
Cheese - Fontina,8.41,676,370 Golden Leaf Park,Meevee,5/14/2023,722,Beverages
"Flour - Corn, Fine",8.91,625,441 Dexter Park,Talane,12/5/2022,723,Beverages
Chocolate - Sugar Free Semi Choc,2.1,157,887 Northridge Road,Feednation,8/9/2022,724,Candy
Oil - Shortening - All - Purpose,9.53,560,47 Forest Dale Park,Roodel,12/10/2022,725,Candy
Versatainer Nc - 9388,4.41,250,94701 Anthes Terrace,Feedfire,11/3/2023,726,Beverages
Soup - Campbells Mac N Cheese,2.73,104,7272 Stephen Place,Jazzy,7/15/2022,727,Snacks
Bacardi Breezer - Strawberry,6.97,692,21 Bowman Road,Brainsphere,10/15/2023,728,Beverages
Bread Crumbs - Panko,8.27,604,5257 Westport Park,Zoomzone,12/22/2022,729,Candy
Island Oasis - Peach Daiquiri,7.44,822,16875 Graceland Terrace,Eabox,7/25/2022,730,Candy
Wine - Charddonnay Errazuriz,8.75,422,7751 Green Ridge Hill,Realbuzz,5/28/2022,731,Candy
Truffle - Peelings,3.55,184,7 Rockefeller Parkway,Kanoodle,11/19/2022,732,Snacks
Chocolate - Milk,1.15,92,243 Darwin Way,Skaboo,1/6/2022,733,Beverages
Grapefruit - Pink,3.47,80,095 Kenwood Terrace,Kamba,9/11/2023,734,Candy
Wine - Champagne Brut Veuve,3.34,156,24063 Forest Run Place,Jabbertype,4/29/2022,735,Snacks
Milk 2% 500 Ml,9.49,128,647 Schmedeman Hill,Wikizz,1/29/2022,736,Beverages
Beef - Top Butt,1.95,238,4055 Daystar Place,Realmix,3/9/2022,737,Snacks
Sauce - Salsa,8.72,722,0 Ridge Oak Crossing,Yabox,4/8/2023,738,Candy
Soap - Pine Sol Floor Cleaner,1.2,587,116 Cody Park,Kwilith,3/28/2023,739,Snacks
Wheat - Soft Kernal Of Wheat,5.04,714,4 Hanover Plaza,Browsebug,6/14/2023,740,Snacks
"Shrimp - Baby, Cold Water",3.98,740,79486 Fair Oaks Place,Dynazzy,7/29/2023,741,Snacks
Bread - Corn Muffaleta Onion,1.7,83,55337 Melvin Avenue,Tagpad,10/18/2023,742,Candy
Fuji Apples,6.99,500,63926 Sachtjen Parkway,Meevee,12/3/2022,743,Candy
Longos - Grilled Veg Sandwiches,4.66,888,91 Hoepker Avenue,Eadel,7/9/2022,744,Beverages
Bread - English Muffin,1.02,360,3 Browning Pass,Riffwire,3/26/2022,745,Snacks
Soup - Campbellschix Stew,7.49,447,83187 Forest Crossing,Quimba,3/11/2022,746,Beverages
Tea - Herbal I Love Lemon,4.4,532,65 Lotheville Avenue,Kwimbee,6/26/2022,747,Beverages
"Asparagus - White, Fresh",6.78,520,7 Hanson Court,Thoughtstorm,10/12/2022,748,Snacks
Bread - Mini Hamburger Bun,2.99,956,51 4th Plaza,Abatz,3/4/2022,749,Candy
Wine - Sawmill Creek Autumn,5.73,340,175 Milwaukee Avenue,Kaymbo,1/30/2023,750,Snacks
Beer - Blue Light,8.59,661,5282 Spenser Crossing,Flashdog,1/18/2023,751,Candy
Cookies - Fortune,9.39,168,290 Meadow Valley Street,Avavee,6/18/2022,752,Candy
Beef - Ground Medium,5.29,193,67 Eliot Park,Ooba,7/22/2023,753,Snacks
Cake - Miini Cheesecake Cherry,2.38,589,2021 Westport Way,Fadeo,1/29/2022,754,Snacks
Potatoes - Yukon Gold 5 Oz,6.07,774,7948 Kinsman Hill,Linkbuzz,9/16/2023,755,Candy
Cod - Black Whole Fillet,7.8,368,429 Petterle Trail,Centimia,5/20/2022,756,Snacks
"Soup - Campbells, Cream Of",8.76,954,548 Corry Point,Ozu,8/6/2022,757,Candy
"Stock - Chicken, White",3.53,248,6 Duke Avenue,Jatri,5/18/2022,758,Candy
Potatoes - Idaho 80 Count,8.52,699,66 Marcy Park,Kwimbee,8/27/2023,759,Snacks
Cleaner - Bleach,2.8,79,6 Monterey Point,Rhynyx,11/28/2022,760,Candy
Carbonated Water - Strawberry,7.63,732,5 Ilene Way,Tazzy,9/7/2023,761,Snacks
Containter - 3oz Microwave Rect.,3.99,871,0 Springs Parkway,Demizz,12/6/2022,762,Beverages
"Pepper - Black, Whole",8.38,114,17487 Pennsylvania Alley,Babbleopia,6/10/2022,763,Beverages
"Pepper - Black, Whole",1.27,817,9 Debra Road,Agivu,10/6/2022,764,Beverages
Tomatoes - Grape,2.87,947,5664 Morningstar Hill,Mymm,5/3/2023,765,Beverages
The Pop Shoppe - Black Cherry,7.13,727,7 Vidon Drive,Jabbercube,4/29/2022,766,Candy
Chutney Sauce,2.43,824,9000 Rowland Street,Dazzlesphere,9/6/2023,767,Beverages
Pimento - Canned,8.1,223,9 Kenwood Alley,Fanoodle,11/20/2023,768,Beverages
Eggplant Oriental,3.2,570,9 Grayhawk Crossing,Realbridge,4/12/2023,769,Candy
Snapple - Mango Maddness,9.69,812,92 Mitchell Plaza,Npath,8/8/2022,770,Beverages
Cheese - Shred Cheddar / Mozza,5.66,381,7 Independence Park,Topicware,11/15/2022,771,Snacks
Wine - Niagara Peninsula Vqa,7.41,952,83329 Weeping Birch Terrace,Livefish,10/13/2023,772,Candy
"Quail - Eggs, Fresh",6.23,850,54944 Westridge Way,Vinte,1/18/2022,773,Snacks
Lettuce - Lambs Mash,5.54,908,253 Waxwing Hill,Yata,4/1/2022,774,Snacks
Beef - Cow Feet Split,1.54,129,768 Troy Point,Zoomdog,5/2/2022,775,Snacks
Sobe - Cranberry Grapefruit,2.83,212,260 Sugar Park,Brainverse,6/10/2022,776,Candy
Trueblue - Blueberry 12x473ml,3.4,162,97264 Lien Center,Tazzy,11/8/2023,777,Beverages
Brandy - Bar,7.56,734,65 Bluestem Junction,Voomm,3/30/2023,778,Beverages
Soup Campbells Beef With Veg,5.1,534,0 Bayside Center,Skiptube,9/8/2023,779,Snacks
Celery,6.27,285,91101 American Ash Avenue,Skinder,12/6/2023,780,Candy
Beer - Rickards Red,6.33,287,6293 Londonderry Road,Tagtune,9/11/2023,781,Beverages
Noodles - Steamed Chow Mein,3.32,368,43999 Ronald Regan Lane,Yoveo,11/9/2023,782,Snacks
Sproutsmustard Cress,6.96,699,728 Green Alley,Einti,10/31/2022,783,Candy
Sausage - Meat,7.2,48,542 Corscot Crossing,Zoonoodle,2/24/2022,784,Snacks
"Wine - Red, Antinori Santa",6.71,987,2727 Goodland Place,Skippad,10/27/2022,785,Snacks
Miso Paste White,6.26,977,9 Westport Crossing,Abatz,6/20/2023,786,Candy
"Tart Shells - Sweet, 4",6.05,459,99 Fair Oaks Point,Yamia,2/18/2022,787,Snacks
Cheese - Oka,1.38,186,992 Lakewood Gardens Place,Meedoo,1/22/2022,788,Candy
Wine - Zonnebloem Pinotage,5.04,674,00 Annamark Plaza,Yata,4/8/2023,789,Beverages
Swordfish Loin Portions,2.5,84,0 Graceland Place,Skalith,6/9/2023,790,Candy
"Crab - Claws, Snow 16 - 24",9.92,191,7 Nova Circle,Browsetype,12/18/2022,791,Snacks
Pepper - Chili Powder,9.41,448,077 Manitowish Court,Oyope,12/18/2022,792,Snacks
Truffle Cups - Red,4.93,285,9 Hoepker Park,Jetwire,5/7/2023,793,Candy
Cornflakes,9.4,910,4 Shasta Junction,Blogpad,2/9/2023,794,Beverages
"Wine - Magnotta - Red, Baco",8.18,418,750 Crescent Oaks Avenue,Jabbercube,8/24/2023,795,Candy
Gelatine Powder,8.47,977,145 East Point,Roombo,3/21/2023,796,Beverages
Bread - Hamburger Buns,9.5,140,7 Dapin Pass,Aimbu,4/6/2022,797,Candy
Coffee Caramel Biscotti,3.86,291,5 Straubel Terrace,Thoughtsphere,12/9/2022,798,Snacks
"Leeks - Baby, White",1.09,565,057 Buhler Center,Roomm,5/5/2023,799,Beverages
"Chicken - White Meat, No Tender",9.62,686,765 Brentwood Terrace,Trunyx,5/20/2022,800,Candy
Cleaner - Lime Away,8.8,86,9231 Loomis Court,Topicware,12/15/2022,801,Snacks
Huck White Towels,4.71,620,11 Spohn Hill,Topdrive,1/20/2022,802,Candy
Pepperoni Slices,6.95,245,804 Milwaukee Crossing,Livepath,9/17/2023,803,Beverages
Foam Cup 6 Oz,2.57,268,153 Briar Crest Crossing,Roodel,7/15/2023,804,Candy
Pastry - Trippleberry Muffin - Mini,5.79,785,26 Waxwing Alley,Quinu,7/23/2022,805,Snacks
Sprouts - Alfalfa,7.34,352,69862 Dwight Pass,Ooba,3/4/2023,806,Snacks
Godiva White Chocolate,2.68,66,588 Oak Circle,BlogXS,3/15/2022,807,Snacks
Wine - Delicato Merlot,3.95,690,65 Holy Cross Alley,LiveZ,8/25/2023,808,Candy
Nantucket Apple Juice,7.82,433,90567 Chive Way,Linklinks,10/9/2023,809,Snacks
Bacardi Limon,8.27,223,69306 Lakewood Gardens Parkway,Youopia,11/6/2022,810,Candy
Cake - French Pear Tart,3.58,765,737 Bellgrove Trail,Camido,8/15/2023,811,Candy
Mustard - Pommery,1.44,131,13 Oak Valley Plaza,Meetz,2/17/2022,812,Snacks
Chick Peas - Canned,6.05,183,69998 Leroy Alley,Trudeo,10/22/2023,813,Candy
Wine - Periguita Fonseca,8.27,238,34827 Rieder Way,Brightdog,9/22/2023,814,Beverages
Bread - Italian Sesame Poly,9.12,310,003 Weeping Birch Court,Thoughtblab,2/1/2022,815,Beverages
Oven Mitts 17 Inch,5.98,67,1 Cordelia Street,Dynabox,7/20/2023,816,Candy
Wine - George Duboeuf Rose,4.63,204,67580 Autumn Leaf Crossing,Oyoba,4/15/2023,817,Candy
Lychee,3.94,720,904 Jenifer Hill,Quire,6/29/2022,818,Snacks
"Lamb - Leg, Bone In",1.87,794,3 Golf View Way,Quatz,1/19/2022,819,Snacks
Cookie Choc,4.76,718,70 Esker Street,Brainbox,1/11/2022,820,Beverages
Onions - Red Pearl,3.96,219,289 Coleman Crossing,Fadeo,12/19/2023,821,Candy
Oil - Cooking Spray,6.64,377,379 Bonner Way,Twinte,10/10/2022,822,Beverages
Potatoes - Fingerling 4 Oz,5.35,122,6 Knutson Junction,Ooba,8/19/2022,823,Beverages
Iced Tea Concentrate,1.85,647,7639 Marcy Junction,Demimbu,3/14/2023,824,Candy
"Wine - Red, Marechal Foch",9.19,186,77 Mcbride Road,Skyble,5/21/2022,825,Beverages
"Cheese - Mozzarella, Shredded",6.15,247,4 Prairie Rose Terrace,Yata,5/31/2023,826,Snacks
Slt - Individual Portions,3.79,599,51 Oxford Way,Divape,12/20/2022,827,Snacks
Longos - Cheese Tortellini,4.59,326,58 Merchant Lane,Buzzbean,11/7/2022,828,Candy
Cheese - Gorgonzola,1.38,742,4 Old Gate Center,Katz,10/22/2023,829,Candy
"Lamb - Loin, Trimmed, Boneless",6.48,116,1046 Dottie Drive,Dynava,8/12/2022,830,Snacks
Breakfast Quesadillas,6.21,635,927 Talmadge Crossing,Latz,11/5/2023,831,Beverages
"Pasta - Orzo, Dry",9.96,352,7410 David Trail,Quatz,6/7/2022,832,Beverages
Mustard - Individual Pkg,1.13,61,38397 Laurel Road,Zoovu,3/12/2022,833,Beverages
Magnotta Bel Paese Red,6.99,125,64075 Cherokee Court,Izio,1/31/2023,834,Candy
Mussels - Frozen,3.22,348,46441 8th Hill,Demizz,6/12/2022,835,Snacks
"Juice - V8, Tomato",4.36,173,1 Harbort Park,Vinder,4/4/2023,836,Beverages
Pepper - Green,4.73,393,16 Lien Circle,Voonte,10/29/2022,837,Beverages
Table Cloth 53x53 White,7.71,825,2538 Kenwood Drive,Dynava,2/10/2023,838,Snacks
Honey - Comb,4.24,880,1 Fieldstone Terrace,Yodoo,7/7/2023,839,Snacks
Sansho Powder,9.45,570,1145 Arkansas Terrace,Yakitri,6/3/2022,840,Candy
Island Oasis - Magarita Mix,9.98,685,8 Kropf Street,Skidoo,6/20/2023,841,Beverages
"Capon - Breast, Double, Wing On",1.24,267,74683 Melody Pass,Geba,7/12/2022,842,Snacks
"Placemat - Scallop, White",3.65,340,772 Randy Point,Fadeo,5/15/2023,843,Snacks
Fond - Neutral,4.45,476,2 Sage Pass,Shufflebeat,1/15/2023,844,Candy
"Cake Circle, Paprus",6.25,526,0595 Kensington Road,Brainlounge,8/20/2023,845,Candy
Dehydrated Kelp Kombo,8.37,172,96212 Debra Way,Voonix,8/4/2023,846,Snacks
Bar Mix - Lime,4.04,939,54 West Court,Jetwire,11/13/2022,847,Candy
Bread - Corn Muffaletta,7.85,136,8932 Fisk Park,Chatterpoint,8/21/2023,848,Snacks
Plasticspoonblack,6.14,536,0 Banding Pass,Skimia,8/18/2023,849,Snacks
Cheese - Mascarpone,5.63,131,92571 Grayhawk Junction,Chatterpoint,4/6/2023,850,Candy
Juice - V8 Splash,6.5,101,5156 Memorial Way,Zoozzy,6/25/2023,851,Candy
Salmon Steak - Cohoe 8 Oz,7.34,572,48 Spenser Point,Oloo,5/26/2023,852,Beverages
Pork - European Side Bacon,4.61,92,4645 Morningstar Alley,Twitterlist,10/4/2022,853,Snacks
Foil - Round Foil,2.69,728,4513 Hermina Street,Omba,7/4/2022,854,Candy
"Wine - Red, Mosaic Zweigelt",8.75,203,8372 Mifflin Pass,Cogidoo,7/22/2023,855,Candy
